-0.88898,1.3638,-0.48736,0
-0.65421,1.1282,-0.24466,0
-0.79179,1.2528,-0.43546,0
-0.61655,1.1098,-0.51849,0
-0.92669,1.403,-0.60794,0
-0.77106,1.5741,-0.74788,0
-0.7474,1.367,-0.66918,0
-0.7759,1.2671,-0.52004,0
-0.57688,1.055,-0.4328,0
-0.70061,1.0505,-0.37046,0
-0.93526,1.4243,-0.52159,0
-0.70053,1.2095,-0.67329,0
-0.71186,1.0462,-0.30244,0
-0.86533,1.1567,-0.40866,0
-1.2811,1.7202,-0.3721,0
-1.1368,1.9078,-0.83843,0
-1.0197,1.759,-0.54649,0
-0.82473,1.4401,-0.48104,0
-0.8108,1.4699,-0.53073,0
-0.89551,1.5284,-0.73875,0
-0.67799,1.1972,-0.41492,0
-0.78694,1.5598,-0.6633,0
-1.1489,1.5654,-0.61236,0
-0.42111,1.3641,-0.48119,0
-0.51405,1.0708,-0.82434,0
-0.53649,1.0413,-0.2939,0
-0.58523,1.3733,-0.55774,0
-0.83342,1.3232,-0.48626,0
-0.85127,1.3246,-0.36679,0
-0.6053,1.1141,-0.5865,0
-0.56759,1.0749,-0.46593,0
-0.67381,1.4422,-0.30158,0
-1.1636,1.5162,-0.90731,0
-1.2256,1.7005,-0.7654,0
-0.70061,1.0505,-0.37046,0
-0.87376,1.316,-0.23076,0
-0.97756,1.4327,-0.2312,0
-0.70061,1.0505,-0.37046,0
-0.68335,1.1461,-0.45158,0
-0.78251,1.2727,-0.46859,0
-0.88029,1.4807,-0.48214,0
-0.3155,0.91398,0.090048,0
-0.77198,1.2359,-0.58982,0
-0.50104,1.5707,-0.61421,0
-0.58261,1.4197,-0.93381,0
-0.58335,1.1988,-0.28979,0
-0.8976,1.4059,-0.79542,0
-0.72302,1.2009,-0.53726,0
-0.92866,1.4186,-0.57305,0
-0.79375,1.2684,-0.40057,0
1.9409,0.72574,-0.88796,1
1.9204,0.86058,-1.0897,1
2.1804,0.65899,-0.96466,1
1.9394,0.48457,-0.69155,1
2.1533,0.64051,-0.81206,1
2.0154,0.489,-1.186,1
2.0713,0.88357,-1.3046,1
1.3068,0.59044,-0.73593,1
1.9738,0.5385,-0.84238,1
1.784,0.7696,-1.0657,1
1.6018,0.32412,-0.50869,1
1.8556,0.88131,-1.0576,1
1.7579,0.23916,-0.38414,1
2.1333,0.54026,-1.1437,1
1.4182,0.94441,-0.85344,1
1.8185,0.80264,-0.82215,1
2.0619,0.72562,-1.363,1
1.6117,0.40597,-0.883,1
2.3768,0.40057,-0.50135,1
1.6535,0.47367,-0.74064,1
2.3327,0.92238,-1.479,1
1.6782,0.74283,-0.72844,1
2.4859,0.35586,-0.85865,1
2.0491,0.34286,-1.0872,1
1.8006,0.66592,-0.79425,1
1.8694,0.75212,-0.80448,1
2.1935,0.48871,-0.76473,1
2.4286,0.7091,-1.0361,1
2.0798,0.70336,-1.0881,1
1.2897,0.6329,-0.56325,1
1.6422,0.4694,-0.67263,1
1.5158,0.43937,-0.62861,1
1.6159,0.65098,-0.76966,1
2.6056,0.41242,-1.2456,1
2.0751,0.71432,-1.4659,1
1.9225,1.004,-1.4274,1
2.0693,0.74018,-0.96687,1
2.1352,0.34481,-0.48132,1
1.6847,0.75807,-1.1743,1
1.8507,0.57431,-0.82979,1
1.9908,0.35794,-1.1066,1
2.0268,0.63137,-1.1624,1
1.7224,0.55987,-0.75088,1
1.3445,0.55122,-0.61536,1
1.8798,0.57721,-1.0173,1
1.676,0.64121,-1.1795,1
1.7846,0.6726,-1.1041,1
1.8138,0.65462,-0.89715,1
1.127,0.8616,-0.54478,1
1.7668,0.67398,-0.9846,1
3.4577,0.96879,-1.9022,2
2.8116,0.62991,-1.3295,2
3.2186,0.62058,-1.2582,2
2.9365,0.44043,-1.4686,2
3.2603,0.70918,-1.5102,2
3.6208,0.32513,-1.3533,2
2.4582,0.61424,-1.3649,2
3.3056,0.17325,-1.3065,2
3.2117,0.19107,-1.087,2
3.3275,1.108,-1.6968,2
2.6081,0.97009,-1.3087,2
2.8963,0.57134,-1.1215,2
2.9898,0.7886,-1.2111,2
2.9089,0.65703,-1.1861,2
3.0886,1.0561,-1.367,2
2.9318,1.1007,-1.4418,2
2.8168,0.54285,-1.3845,2
3.3861,0.71977,-1.8989,2
4.1064,0.16511,-1.1638,2
2.7008,0.15805,-0.85599,2
3.1474,0.94403,-1.386,2
2.7204,0.83223,-1.3946,2
3.7007,0.11854,-1.2203,2
2.59,0.67439,-0.97791,2
2.9878,0.82507,-1.5706,2
2.9928,0.44093,-1.4143,2
2.4901,0.75986,-1.0481,2
2.4703,0.7977,-1.2882,2
3.167,0.63001,-1.329,2
2.8286,0.29115,-1.188,2
3.2833,0.30278,-1.0789,2
3.0579,0.71727,-1.6576,2
3.2313,0.70627,-1.3227,2
2.4773,0.39798,-1.1667,2
2.8257,-0.010542,-1.3894,2
3.4318,0.71453,-1.0375,2
3.1005,1.1224,-1.7762,2
2.7791,0.58207,-1.505,2
2.4147,0.83829,-1.2893,2
2.8767,0.88536,-1.1784,2
3.207,1.0104,-1.3631,2
2.8187,1.1766,-1.0147,2
2.8116,0.62991,-1.3295,2
3.2783,0.84589,-1.5381,2
3.2448,1.1301,-1.5453,2
2.9384,1.0742,-1.0989,2
2.8051,0.61468,-0.88369,2
2.7589,0.83411,-1.2208,2
2.9185,1.1329,-1.7333,2
2.6078,0.69391,-1.4918,2
